"id","code","description","parent_id:id"
"cnae_C2790","C2790","Fabricación de otro material y equipo eléctrico","cnae_C279"
"cnae_C28","C28","Fabricación de maquinaria y equipo n.c.o.p.","cnae_C"
"cnae_C281","C281","Fabricación de maquinaria de uso general","cnae_C28"
"cnae_C2811","C2811","Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores","cnae_C281"
"cnae_C2812","C2812","Fabricación de equipos de transmisión hidráulica y neumática","cnae_C281"
"cnae_C2813","C2813","Fabricación de otras bombas y compresores","cnae_C281"
"cnae_C2814","C2814","Fabricación de otra grifería y válvulas","cnae_C281"
"cnae_C2815","C2815","Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión","cnae_C281"
"cnae_C282","C282","Fabricación de otra maquinaria de uso general","cnae_C28"
"cnae_C2821","C2821","Fabricación de hornos y quemadores","cnae_C282"
"cnae_C2822","C2822","Fabricación de maquinaria de elevación y manipulación","cnae_C282"
"cnae_C2823","C2823","Fabricación de máquinas y equipos de oficina, excepto equipos informáticos","cnae_C282"
"cnae_C2824","C2824","Fabricación de herramientas eléctricas manuales","cnae_C282"
"cnae_C2825","C2825","Fabricación de maquinaria de ventilación y refrigeración no doméstica","cnae_C282"
"cnae_C2829","C2829","Fabricación de otra maquinaria de uso general n.c.o.p.","cnae_C282"
"cnae_C283","C283","Fabricación de maquinaria agraria y forestal","cnae_C28"
"cnae_C2830","C2830","Fabricación de maquinaria agraria y forestal","cnae_C283"
"cnae_C284","C284","Fabricación de máquinas herramienta para trabajar el metal y otras máquinas herramienta","cnae_C28"
"cnae_C2841","C2841","Fabricación de máquinas herramienta para trabajar el metal","cnae_C284"
"cnae_C2849","C2849","Fabricación de otras máquinas herramienta","cnae_C284"
"cnae_C289","C289","Fabricación de otra maquinaria para usos específicos","cnae_C28"
"cnae_C2891","C2891","Fabricación de maquinaria para la industria metalúrgica","cnae_C289"
"cnae_C2892","C2892","Fabricación de maquinaria para las industrias extractivas y de la construcción","cnae_C289"
"cnae_C2893","C2893","Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco","cnae_C289"
"cnae_C2894","C2894","Fabricación de maquinaria para las industrias textil, de la confección y del cuero","cnae_C289"
"cnae_C2895","C2895","Fabricación de maquinaria para la industria del papel y del cartón","cnae_C289"
"cnae_C2896","C2896","Fabricación de maquinaria para la industria del plástico y el caucho","cnae_C289"
"cnae_C2899","C2899","Fabricación de otra maquinaria para usos específicos n.c.o.p.","cnae_C289"
"cnae_C29","C29","Fabricación de vehículos de motor, remolques y semirremolques","cnae_C"
"cnae_C291","C291","Fabricación de vehículos de motor","cnae_C29"
"cnae_C2910","C2910","Fabricación de vehículos de motor","cnae_C291"
"cnae_C292","C292","Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques","cnae_C29"
"cnae_C2920","C2920","Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques","cnae_C292"
"cnae_C293","C293","Fabricación de componentes, piezas y accesorios para vehículos de motor","cnae_C29"
"cnae_C2931","C2931","Fabricación de equipos eléctricos y electrónicos para vehículos de motor","cnae_C293"
"cnae_C2932","C2932","Fabricación de otros componentes, piezas y accesorios para vehículos de motor","cnae_C293"
"cnae_C30","C30","Fabricación de otro material de transporte","cnae_C"
"cnae_C301","C301","Construcción naval","cnae_C30"
"cnae_C3011","C3011","Construcción de barcos y estructuras flotantes","cnae_C301"
"cnae_C3012","C3012","Construcción de embarcaciones de recreo y deporte","cnae_C301"
"cnae_C302","C302","Fabricación de locomotoras y material ferroviario","cnae_C30"
"cnae_C3020","C3020","Fabricación de locomotoras y material ferroviario","cnae_C302"
"cnae_C303","C303","Construcción aeronáutica y espacial y su maquinaria","cnae_C30"
"cnae_C3030","C3030","Construcción aeronáutica y espacial y su maquinaria","cnae_C303"
"cnae_C304","C304","Fabricación de vehículos militares de combate","cnae_C30"
"cnae_C3040","C3040","Fabricación de vehículos militares de combate","cnae_C304"
"cnae_C309","C309","Fabricación de otro material de transporte n.c.o.p.","cnae_C30"
"cnae_C3091","C3091","Fabricación de motocicletas","cnae_C309"
"cnae_C3092","C3092","Fabricación de bicicletas y de vehículos para personas con discapacidad","cnae_C309"
"cnae_C3099","C3099","Fabricación de otro material de transporte n.c.o.p.","cnae_C309"
"cnae_C31","C31","Fabricación de muebles","cnae_C"
"cnae_C310","C310","Fabricación de muebles","cnae_C31"
"cnae_C3101","C3101","Fabricación de muebles de oficina y de establecimientos comerciales","cnae_C310"
"cnae_C3102","C3102","Fabricación de muebles de cocina","cnae_C310"
"cnae_C3103","C3103","Fabricación de colchones","cnae_C310"
"cnae_C3109","C3109","Fabricación de otros muebles","cnae_C310"
"cnae_C32","C32","Otras industrias manufactureras","cnae_C"
"cnae_C321","C321","Fabricación de artículos de joyería, bisutería y similares","cnae_C32"
"cnae_C3211","C3211","Fabricación de monedas","cnae_C321"
"cnae_C3212","C3212","Fabricación de artículos de joyería y artículos similares","cnae_C321"
"cnae_C3213","C3213","Fabricación de artículos de bisutería y artículos similares","cnae_C321"
"cnae_C322","C322","Fabricación de instrumentos musicales","cnae_C32"
"cnae_C3220","C3220","Fabricación de instrumentos musicales","cnae_C322"
"cnae_C323","C323","Fabricación de artículos de deporte","cnae_C32"
"cnae_C3230","C3230","Fabricación de artículos de deporte","cnae_C323"
"cnae_C324","C324","Fabricación de juegos y juguetes","cnae_C32"
"cnae_C3240","C3240","Fabricación de juegos y juguetes","cnae_C324"
"cnae_C325","C325","Fabricación de instrumentos y suministros médicos y odontológicos","cnae_C32"
"cnae_C3250","C3250","Fabricación de instrumentos y suministros médicos y odontológicos","cnae_C325"
"cnae_C329","C329","Industrias manufactureras n.c.o.p.","cnae_C32"
"cnae_C3291","C3291","Fabricación de escobas, brochas y cepillos","cnae_C329"
"cnae_C3299","C3299","Otras industrias manufactureras n.c.o.p.","cnae_C329"
"cnae_C33","C33","Reparación e instalación de maquinaria y equipo","cnae_C"
"cnae_C331","C331","Reparación de productos metálicos, maquinaria y equipo","cnae_C33"
"cnae_C3311","C3311","Reparación de productos metálicos","cnae_C331"
"cnae_C3312","C3312","Reparación de maquinaria","cnae_C331"
"cnae_C3313","C3313","Reparación de equipos electrónicos y ópticos","cnae_C331"
"cnae_C3314","C3314","Reparación de equipos eléctricos","cnae_C331"
"cnae_C3315","C3315","Reparación y mantenimiento naval","cnae_C331"
"cnae_C3316","C3316","Reparación y mantenimiento aeronáutico y espacial","cnae_C331"
"cnae_C3317","C3317","Reparación y mantenimiento de otro material de transporte","cnae_C331"
"cnae_C3319","C3319","Reparación de otros equipos","cnae_C331"
"cnae_C332","C332","Instalación de máquinas y equipos industriales","cnae_C33"
"cnae_C3320","C3320","Instalación de máquinas y equipos industriales","cnae_C332"
"cnae_D","D","Suministro de energía eléctrica, gas, vapor y aire acondicionado",""
"cnae_D35","D35","Suministro de energía eléctrica, gas, vapor y aire acondicionado","cnae_D"
"cnae_D351","D351","Producción, transporte y distribución de energía eléctrica","cnae_D35"
"cnae_D3512","D3512","Transporte de energía eléctrica","cnae_D351"
"cnae_D3513","D3513","Distribución de energía eléctrica","cnae_D351"
"cnae_D3514","D3514","Comercio de energía eléctrica","cnae_D351"
"cnae_D3515","D3515","Producción de energía hidroeléctrica","cnae_D351"
"cnae_D3516","D3516","Producción de energía eléctrica de origen térmico convencional","cnae_D351"
"cnae_D3517","D3517","Producción de energía eléctrica de origen nuclear","cnae_D351"
"cnae_D3518","D3518","Producción de energía eléctrica de origen eólico","cnae_D351"
"cnae_D3519","D3519","Producción de energía eléctrica de otros tipos","cnae_D351"
"cnae_D352","D352","Producción de gas; distribución por tubería de combustibles gaseosos","cnae_D35"
"cnae_D3521","D3521","Producción de gas","cnae_D352"
"cnae_D3522","D3522","Distribución por tubería de combustibles gaseosos","cnae_D352"
"cnae_D3523","D3523","Comercio de gas por tubería","cnae_D352"
"cnae_D353","D353","Suministro de vapor y aire acondicionado","cnae_D35"
"cnae_D3530","D3530","Suministro de vapor y aire acondicionado","cnae_D353"
"cnae_E","E","Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",""
"cnae_E36","E36","Captación, depuración y distribución de agua","cnae_E"
"cnae_E360","E360","Captación, depuración y distribución de agua","cnae_E36"
"cnae_E3600","E3600","Captación, depuración y distribución de agua","cnae_E360"
"cnae_E37","E37","Recogida y tratamiento de aguas residuales","cnae_E"
"cnae_E370","E370","Recogida y tratamiento de aguas residuales","cnae_E37"
"cnae_E3700","E3700","Recogida y tratamiento de aguas residuales","cnae_E370"
"cnae_E38","E38","Recogida, tratamiento y eliminación de residuos; valorización","cnae_E"
"cnae_E381","E381","Recogida de residuos","cnae_E38"
"cnae_E3811","E3811","Recogida de residuos no peligrosos","cnae_E381"
"cnae_E3812","E3812","Recogida de residuos peligrosos","cnae_E381"
"cnae_E382","E382","Tratamiento y eliminación de residuos","cnae_E38"
"cnae_E3821","E3821","Tratamiento y eliminación de residuos no peligrosos","cnae_E382"
"cnae_E3822","E3822","Tratamiento y eliminación de residuos peligrosos","cnae_E382"
"cnae_E383","E383","Valorización","cnae_E38"
"cnae_E3831","E3831","Separación y clasificación de materiales","cnae_E383"
"cnae_E3832","E3832","Valorización de materiales ya clasificados","cnae_E383"
"cnae_E39","E39","Actividades de descontaminación y otros servicios de gestión de residuos","cnae_E"
"cnae_E390","E390","Actividades de descontaminación y otros servicios de gestión de residuos","cnae_E39"
"cnae_E3900","E3900","Actividades de descontaminación y otros servicios de gestión de residuos","cnae_E390"
"cnae_F","F","Construcción",""
"cnae_F41","F41","Construcción de edificios","cnae_F"
"cnae_F411","F411","Promoción inmobiliaria","cnae_F41"
"cnae_F4110","F4110","Promoción inmobiliaria","cnae_F411"
"cnae_F412","F412","Construcción de edificios","cnae_F41"
"cnae_F4121","F4121","Construcción de edificios residenciales","cnae_F412"
"cnae_F4122","F4122","Construcción de edificios no residenciales","cnae_F412"
"cnae_F42","F42","Ingeniería civil","cnae_F"
"cnae_F421","F421","Construcción de carreteras y vías férreas, puentes y túneles","cnae_F42"
"cnae_F4211","F4211","Construcción de carreteras y autopistas","cnae_F421"
"cnae_F4212","F4212","Construcción de vías férreas de superficie y subterráneas","cnae_F421"
"cnae_F4213","F4213","Construcción de puentes y túneles","cnae_F421"
"cnae_F422","F422","Construcción de redes","cnae_F42"
"cnae_F4221","F4221","Construcción de redes para fluidos","cnae_F422"
"cnae_F4222","F4222","Construcción de redes eléctricas y de telecomunicaciones","cnae_F422"
"cnae_F429","F429","Construcción de otros proyectos de ingeniería civil","cnae_F42"
"cnae_F4291","F4291","Obras hidráulicas","cnae_F429"
"cnae_F4299","F4299","Construcción de otros proyectos de ingeniería civil n.c.o.p.","cnae_F429"
"cnae_F43","F43","Actividades de construcción especializada","cnae_F"
"cnae_F431","F431","Demolición y preparación de terrenos","cnae_F43"
"cnae_F4311","F4311","Demolición","cnae_F431"
"cnae_F4312","F4312","Preparación de terrenos","cnae_F431"
"cnae_F4313","F4313","Perforaciones y sondeos","cnae_F431"
"cnae_F432","F432","Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción","cnae_F43"
"cnae_F4321","F4321","Instalaciones eléctricas","cnae_F432"
"cnae_F4322","F4322","Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","cnae_F432"
"cnae_F4329","F4329","Otras instalaciones en obras de construcción","cnae_F432"
"cnae_F433","F433","Acabado de edificios","cnae_F43"
"cnae_F4331","F4331","Revocamiento","cnae_F433"
"cnae_F4332","F4332","Instalación de carpintería","cnae_F433"
"cnae_F4333","F4333","Revestimiento de suelos y paredes","cnae_F433"
"cnae_F4334","F4334","Pintura y acristalamiento","cnae_F433"
"cnae_F4339","F4339","Otro acabado de edificios","cnae_F433"
"cnae_F439","F439","Otras actividades de construcción especializada","cnae_F43"
"cnae_F4391","F4391","Construcción de cubiertas","cnae_F439"
"cnae_F4399","F4399","Otras actividades de construcción especializada n.c.o.p.","cnae_F439"
"cnae_G","G","Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas",""
"cnae_G45","G45","Venta y reparación de vehículos de motor y motocicletas","cnae_G"
"cnae_G451","G451","Venta de vehículos de motor","cnae_G45"
"cnae_G4511","G4511","Venta de automóviles y vehículos de motor ligeros","cnae_G451"
"cnae_G4519","G4519","Venta de otros vehículos de motor","cnae_G451"
"cnae_G452","G452","Mantenimiento y reparación de vehículos de motor","cnae_G45"
"cnae_G4520","G4520","Mantenimiento y reparación de vehículos de motor","cnae_G452"
"cnae_G453","G453","Comercio de repuestos y accesorios de vehículos de motor","cnae_G45"
"cnae_G4531","G4531","Comercio al por mayor de repuestos y accesorios de vehículos de motor","cnae_G453"
"cnae_G4532","G4532","Comercio al por menor de repuestos y accesorios de vehículos de motor","cnae_G453"
"cnae_G454","G454","Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios","cnae_G45"
"cnae_G4540","G4540","Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios","cnae_G454"
"cnae_G46","G46","Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas","cnae_G"
"cnae_G461","G461","Intermediarios del comercio","cnae_G46"
"cnae_G4611","G4611","Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados","cnae_G461"
"cnae_G4612","G4612","Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales","cnae_G461"
"cnae_G4613","G4613","Intermediarios del comercio de la madera y materiales de construcción","cnae_G461"
"cnae_G4614","G4614","Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves","cnae_G461"
"cnae_G4615","G4615","Intermediarios del comercio de muebles, artículos para el hogar y ferretería","cnae_G461"
"cnae_G4616","G4616","Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero","cnae_G461"
"cnae_G4617","G4617","Intermediarios del comercio de productos alimenticios, bebidas y tabaco","cnae_G461"
"cnae_G4618","G4618","Intermediarios del comercio especializados en la venta de otros productos específicos","cnae_G461"
"cnae_G4619","G4619","Intermediarios del comercio de productos diversos","cnae_G461"
"cnae_G462","G462","Comercio al por mayor de materias primas agrarias y de animales vivos","cnae_G46"
"cnae_G4621","G4621","Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales","cnae_G462"
"cnae_G4622","G4622","Comercio al por mayor de flores y plantas","cnae_G462"
"cnae_G4623","G4623","Comercio al por mayor de animales vivos","cnae_G462"
"cnae_G4624","G4624","Comercio al por mayor de cueros y pieles","cnae_G462"
"cnae_G463","G463","Comercio al por mayor de productos alimenticios, bebidas y tabaco","cnae_G46"
"cnae_G4631","G4631","Comercio al por mayor de frutas y hortalizas","cnae_G463"
"cnae_G4632","G4632","Comercio al por mayor de carne y productos cárnicos","cnae_G463"
"cnae_G4633","G4633","Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles","cnae_G463"
"cnae_G4634","G4634","Comercio al por mayor de bebidas","cnae_G463"
"cnae_G4635","G4635","Comercio al por mayor de productos del tabaco","cnae_G463"
"cnae_G4636","G4636","Comercio al por mayor de azúcar, chocolate y confitería","cnae_G463"
"cnae_G4637","G4637","Comercio al por mayor de café, té, cacao y especias","cnae_G463"
"cnae_G4638","G4638","Comercio al por mayor de pescados y mariscos y otros productos alimenticios","cnae_G463"
"cnae_G4639","G4639","Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco","cnae_G463"
"cnae_G464","G464","Comercio al por mayor de artículos de uso doméstico","cnae_G46"
"cnae_G4641","G4641","Comercio al por mayor de textiles","cnae_G464"
"cnae_G4642","G4642","Comercio al por mayor de prendas de vestir y calzado","cnae_G464"
"cnae_G4643","G4643","Comercio al por mayor de aparatos electrodomésticos","cnae_G464"
"cnae_G4644","G4644","Comercio al por mayor de porcelana, cristalería y artículos de limpieza","cnae_G464"
"cnae_G4645","G4645","Comercio al por mayor de productos perfumería y cosmética","cnae_G464"
"cnae_G4646","G4646","Comercio al por mayor de productos farmacéuticos","cnae_G464"
"cnae_G4647","G4647","Comercio al por mayor de muebles, alfombras y aparatos de iluminación","cnae_G464"
"cnae_G4648","G4648","Comercio al por mayor de artículos de relojería y joyería","cnae_G464"
"cnae_G4649","G4649","Comercio al por mayor de otros artículos de uso doméstico","cnae_G464"
"cnae_G465","G465","Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones","cnae_G46"
"cnae_G4651","G4651","Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos","cnae_G465"
"cnae_G4652","G4652","Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes","cnae_G465"
"cnae_G466","G466","Comercio al por mayor de otra maquinaria, equipos y suministros","cnae_G46"
"cnae_G4661","G4661","Comercio al por mayor de maquinaria, equipos y suministros agrícolas","cnae_G466"
"cnae_G4662","G4662","Comercio al por mayor de máquinas herramienta","cnae_G466"
"cnae_G4663","G4663","Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil","cnae_G466"
"cnae_G4664","G4664","Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar","cnae_G466"
"cnae_G4665","G4665","Comercio al por mayor de muebles de oficina","cnae_G466"
"cnae_G4666","G4666","Comercio al por mayor de otra maquinaria y equipo de oficina","cnae_G466"
"cnae_G4669","G4669","Comercio al por mayor de otra maquinaria y equipo","cnae_G466"
"cnae_G467","G467","Otro comercio al por mayor especializado","cnae_G46"
"cnae_G4671","G4671","Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares","cnae_G467"
"cnae_G4672","G4672","Comercio al por mayor de metales y minerales metálicos","cnae_G467"
"cnae_G4673","G4673","Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios","cnae_G467"
"cnae_G4674","G4674","Comercio al por mayor de ferretería, fontanería y calefacción","cnae_G467"
"cnae_G4675","G4675","Comercio al por mayor de productos químicos","cnae_G467"
"cnae_G4676","G4676","Comercio al por mayor de otros productos semielaborados","cnae_G467"
"cnae_G4677","G4677","Comercio al por mayor de chatarra y productos de desecho","cnae_G467"
"cnae_G469","G469","Comercio al por mayor no especializado","cnae_G46"
"cnae_G4690","G4690","Comercio al por mayor no especializado","cnae_G469"
"cnae_G47","G47","Comercio al por menor, excepto de vehículos de motor y motocicletas","cnae_G"
"cnae_G471","G471","Comercio al por menor en establecimientos no especializados","cnae_G47"
"cnae_G4711","G4711","Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco","cnae_G471"
"cnae_G4719","G4719","Otro comercio al por menor en establecimientos no especializados","cnae_G471"
"cnae_G472","G472","Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados","cnae_G47"
"cnae_G4721","G4721","Comercio al por menor de frutas y hortalizas en establecimientos especializados","cnae_G472"
"cnae_G4722","G4722","Comercio al por menor de carne y productos cárnicos en establecimientos especializados","cnae_G472"
"cnae_G4723","G4723","Comercio al por menor de pescados y mariscos en establecimientos especializados","cnae_G472"
"cnae_G4724","G4724","Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados","cnae_G472"
"cnae_G4725","G4725","Comercio al por menor de bebidas en establecimientos especializados","cnae_G472"
"cnae_G4726","G4726","Comercio al por menor de productos de tabaco en establecimientos especializados","cnae_G472"
"cnae_G4729","G4729","Otro comercio al por menor de productos alimenticios en establecimientos especializados","cnae_G472"
"cnae_G473","G473","Comercio al por menor de combustible para la automoción en establecimientos especializados","cnae_G47"
"cnae_G4730","G4730","Comercio al por menor de combustible para la automoción en establecimientos especializados","cnae_G473"
"cnae_G474","G474","Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones en establecimientos especializados","cnae_G47"
"cnae_G4741","G4741","Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados","cnae_G474"
"cnae_G4742","G4742","Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados","cnae_G474"
"cnae_G4743","G4743","Comercio al por menor de equipos de audio y vídeo en establecimientos especializados","cnae_G474"
"cnae_G475","G475","Comercio al por menor de otros artículos de uso doméstico en establecimientos especializados","cnae_G47"
"cnae_G4751","G4751","Comercio al por menor de textiles en establecimientos especializados","cnae_G475"
"cnae_G4752","G4752","Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados","cnae_G475"
"cnae_G4753","G4753","Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados","cnae_G475"
"cnae_G4754","G4754","Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","cnae_G475"
"cnae_G4759","G4759","Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados","cnae_G475"
"cnae_G476","G476","Comercio al por menor de artículos culturales y recreativos en establecimientos especializados","cnae_G47"
"cnae_G4761","G4761","Comercio al por menor de libros en establecimientos especializados","cnae_G476"
"cnae_G4762","G4762","Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados","cnae_G476"
"cnae_G4763","G4763","Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados","cnae_G476"
"cnae_G4764","G4764","Comercio al por menor de artículos deportivos en establecimientos especializados","cnae_G476"
"cnae_G4765","G4765","Comercio al por menor de juegos y juguetes en establecimientos especializados","cnae_G476"
"cnae_G477","G477","Comercio al por menor de otros artículos en establecimientos especializados","cnae_G47"
"cnae_G4771","G4771","Comercio al por menor de prendas de vestir en establecimientos especializados","cnae_G477"
"cnae_G4772","G4772","Comercio al por menor de calzado y artículos de cuero en establecimientos especializados","cnae_G477"
"cnae_G4773","G4773","Comercio al por menor de productos farmacéuticos en establecimientos especializados","cnae_G477"
"cnae_G4774","G4774","Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados","cnae_G477"
"cnae_G4775","G4775","Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados","cnae_G477"
"cnae_G4776","G4776","Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados","cnae_G477"
"cnae_G4777","G4777","Comercio al por menor de artículos de relojería y joyería en establecimientos especializados","cnae_G477"
"cnae_G4778","G4778","Otro comercio al por menor de artículos nuevos en establecimientos especializados","cnae_G477"
"cnae_G4779","G4779","Comercio al por menor de artículos de segunda mano en establecimientos","cnae_G477"
"cnae_G478","G478","Comercio al por menor en puestos de venta y en mercadillos","cnae_G47"
"cnae_G4781","G4781","Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos","cnae_G478"
"cnae_G4782","G4782","Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos","cnae_G478"
"cnae_G4789","G4789","Comercio al por menor de otros productos en puestos de venta y en mercadillos","cnae_G478"
"cnae_G479","G479","Comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos","cnae_G47"
"cnae_G4791","G4791","Comercio al por menor por correspondencia o Internet","cnae_G479"
"cnae_G4799","G4799","Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos","cnae_G479"
"cnae_H","H","Transporte y almacenamiento",""
"cnae_H49","H49","Transporte terrestre y por tubería","cnae_H"
"cnae_H491","H491","Transporte interurbano de pasajeros por ferrocarril","cnae_H49"
"cnae_H4910","H4910","Transporte interurbano de pasajeros por ferrocarril","cnae_H491"
"cnae_H492","H492","Transporte de mercancías por ferrocarril","cnae_H49"
"cnae_H4920","H4920","Transporte de mercancías por ferrocarril","cnae_H492"
"cnae_H493","H493","Otro transporte terrestre de pasajeros","cnae_H49"
"cnae_H4931","H4931","Transporte terrestre urbano y suburbano de pasajeros","cnae_H493"
"cnae_H4932","H4932","Transporte por taxi","cnae_H493"
"cnae_H4939","H4939","tipos de transporte terrestre de pasajeros n.c.o.p.","cnae_H493"
"cnae_H494","H494","Transporte de mercancías por carretera y servicios de mudanza","cnae_H49"
"cnae_H4941","H4941","Transporte de mercancías por carretera","cnae_H494"
"cnae_H4942","H4942","Servicios de mudanza","cnae_H494"
"cnae_H495","H495","Transporte por tubería","cnae_H49"
"cnae_H4950","H4950","Transporte por tubería","cnae_H495"
"cnae_H50","H50","Transporte marítimo y por vías navegables interiores","cnae_H"
"cnae_H501","H501","Transporte marítimo de pasajeros","cnae_H50"
"cnae_H5010","H5010","Transporte marítimo de pasajeros","cnae_H501"
"cnae_H502","H502","Transporte marítimo de mercancías","cnae_H50"
"cnae_H5020","H5020","Transporte marítimo de mercancías","cnae_H502"
"cnae_H503","H503","Transporte de pasajeros por vías navegables interiores","cnae_H50"
"cnae_H5030","H5030","Transporte de pasajeros por vías navegables interiores","cnae_H503"
"cnae_H504","H504","Transporte de mercancías por vías navegables interiores","cnae_H50"
"cnae_H5040","H5040","Transporte de mercancías por vías navegables interiores","cnae_H504"
"cnae_H51","H51","Transporte aéreo","cnae_H"
"cnae_H511","H511","Transporte aéreo de pasajeros","cnae_H51"
"cnae_H5110","H5110","Transporte aéreo de pasajeros","cnae_H511"
"cnae_H512","H512","Transporte aéreo de mercancías y transporte espacial","cnae_H51"
"cnae_H5121","H5121","Transporte aéreo de mercancías","cnae_H512"
"cnae_H5122","H5122","Transporte espacial","cnae_H512"
"cnae_H52","H52","Almacenamiento y actividades anexas al transporte","cnae_H"
"cnae_H521","H521","Depósito y almacenamiento","cnae_H52"
"cnae_H5210","H5210","Depósito y almacenamiento","cnae_H521"
"cnae_H522","H522","Actividades anexas al transporte","cnae_H52"
"cnae_H5221","H5221","Actividades anexas al transporte terrestre","cnae_H522"
"cnae_H5222","H5222","Actividades anexas al transporte marítimo y por vías navegables interiores","cnae_H522"
"cnae_H5223","H5223","Actividades anexas al transporte aéreo","cnae_H522"
"cnae_H5224","H5224","Manipulación de mercancías","cnae_H522"
"cnae_H5229","H5229","Otras actividades anexas al transporte","cnae_H522"
"cnae_H53","H53","Actividades postales y de correos","cnae_H"
"cnae_H531","H531","Actividades postales sometidas a la obligación del servicio universal","cnae_H53"
"cnae_H5310","H5310","Actividades postales sometidas a la obligación del servicio universal","cnae_H531"
"cnae_H532","H532","Otras actividades postales y de correos","cnae_H53"
"cnae_H5320","H5320","Otras actividades postales y de correos","cnae_H532"
"cnae_I","I","Hostelería",""
"cnae_I55","I55","Servicios de alojamiento","cnae_I"
"cnae_I551","I551","Hoteles y alojamientos similares","cnae_I55"
"cnae_I5510","I5510","Hoteles y alojamientos similares","cnae_I551"
"cnae_I552","I552","Alojamientos turísticos y otros alojamientos de corta estancia","cnae_I55"
"cnae_I5520","I5520","Alojamientos turísticos y otros alojamientos de corta estancia","cnae_I552"
"cnae_I553","I553","Campings y aparcamientos para caravanas","cnae_I55"
"cnae_I5530","I5530","Campings y aparcamientos para caravanas","cnae_I553"
"cnae_I559","I559","Otros alojamientos","cnae_I55"
"cnae_I5590","I5590","Otros alojamientos","cnae_I559"
"cnae_I56","I56","Servicios de comidas y bebidas","cnae_I"
"cnae_I561","I561","Restaurantes y puestos de comidas","cnae_I56"
"cnae_I5610","I5610","Restaurantes y puestos de comidas","cnae_I561"
"cnae_I562","I562","Provisión de comidas preparadas para eventos y otros servicios de comidas","cnae_I56"
"cnae_I5621","I5621","Provisión de comidas preparadas para eventos","cnae_I562"
"cnae_I5629","I5629","Otros servicios de comidas","cnae_I562"
"cnae_I563","I563","Establecimientos de bebidas","cnae_I56"
"cnae_I5630","I5630","Establecimientos de bebidas","cnae_I563"
"cnae_J","J","Información y comunicaciones",""
"cnae_J58","J58","Edición","cnae_J"
"cnae_J581","J581","Edición de libros, periódicos y otras actividades editoriales","cnae_J58"
"cnae_J5811","J5811","Edición de libros","cnae_J581"
"cnae_J5812","J5812","Edición de directorios y guías de direcciones postales","cnae_J581"
"cnae_J5813","J5813","Edición de periódicos","cnae_J581"
"cnae_J5814","J5814","Edición de revistas","cnae_J581"
"cnae_J5819","J5819","Otras actividades editoriales","cnae_J581"
