"id","code","description"
"fiscal_01","01","Araba/Alava"
"fiscal_20","20","Gipuzkua"
"fiscal_31","31","Navarra"
"fiscal_48","48","Bizkaia"
"fiscal_51","51","Ceuta"
"fiscal_52","52","Melilla"
"fiscal_99","99","Resto de las provincias"

