"code","name"
"592120036205","GRADO en Pedagogía de las Artes Visuales y la Danza"
"592120036301","TÍTULO SUPERIOR en Arte Dramático: Dirección Escénica y Dramaturgia (Enseñanzas Artísticas Superiores)"
"592120036302","TÍTULO SUPERIOR en Arte Dramático: Escenografía e Interpretación (Enseñanzas Artísticas Superiores"
"592120036303","GRADO en Artes Escénicas"
"592120036304","GRADO en Artes Escénicas y Mediáticas"
"592120036305","GRADO en Artes Escénicas-Interpretación"
"592120081201","GRADO en Historia del Arte"
"592120081202","GRADO en Historia del Arte y Patrimonio Histórico-Artístico"
"592120081301","GRADO en Historia y Ciencias de la Música"
"592130032201","TÍTULO SUPERIOR en Diseño: Gráfico (Enseñanzas Artísticas Superiores)"
"592130032202","GRADO en Diseño Multimedia y Gráfico"
"592130032203","GRADO en Diseño y Desarrollo de Videojuegos"
"592130032204","GRADO en Diseño Visual de Contenidos Digitales"
"592130032205","GRADO en Diseño de Productos Interactivos"
"592130061101","GRADO en Cine y Televisión"
"592130061102","GRADO en Comunicación"
"592130061103","GRADO en Comunicación Audiovisual"
"592130061104","GRADO en Comunicación Audiovisual y Multimedia"
"592130061105","GRADO en Comunicación y Periodismo Audiovisuales"
"592130061106","GRADO en Fotografía y Creación Digital"
"592130061107","GRADO en Multimedia"
"592130061108","GRADO en Medios Audiovisuales"
"592130061109","GRADO en Cine"
"592130061110","GRADO en Cine y Medios Audiovisuales"
"592130061111","GRADO en Comunicación Cultural"
"592130061112","GRADO en Audiovisual y Multimedia"
"592130061113","GRADO en Comunicación Digital"
"592130061114","GRADO en Comunicación e Industrias Culturales"
"592130061115","GRADO en Animación"
"592130061116","GRADO en Cinematografía y Artes Audiovisuales"
"592130061117","GRADO en Fotografía"
"592130061118","GRADO en Multimedia y Artes Digitales"
"592140032101","GRADO en Diseño de Interiores"
"592140032102","TÍTULO SUPERIOR en Diseño: Interiores (Enseñanzas Artísticas Superiore"
"592140032103","GRADO en Proyectos de Interiorismo"
"592140032301","GRADO en Diseño"
"592140032302","GRADO en Diseño de Moda"
"592140032303","TÍTULO SUPERIOR en Diseño: Moda (Enseñanzas Artísticas Superiores)"
"592140032304","TÍTULO SUPERIOR en Diseño: Producto (Enseñanzas Artísticas Superiores)"
"592140032305","GRADO en Creación y Diseño"
"592140032306","GRADO en Diseño Integral y Gestión de la Imagen"
"592150035101","TÍTULO SUPERIOR en Artes Plásticas: Cerámica (Enseñanzas Artísticas Superiores)"
"592150035201","TÍTULO SUPERIOR en Artes Plásticas: Vidrio (Enseñanzas Artísticas Superiores)"
"592200083201","GRADO en Lingüística y Lenguas Aplicadas"
"592200083202","GRADO en Lingüística"
"592200084201","GRADO en Gestión Cultural"
"592200084202","GRADO en Humanidades"
"592200084203","GRADO en Humanidades y Estudios Sociales"
"592200084204","GRADO en Humanidades y Patrimonio"
"592200084205","GRADO en Humanidades: Historia Cultural"
"592200084206","GRADO en Humanidades y Antropología Social"
"592200084207","GRADO en Ciencias de la Cultura"
"592200084208","GRADO en Ciencias de la Cultura y Difusión Cultural"
"592200084209","GRADO en Humanidades y Estudios Culturales"
"592200084210","GRADO en Humanidades: Estudios Interculturales"
"592210092101","GRADO en Teología"
"592210092102","GRADO en Ciencias Religiosas"
"592220083101","GRADO en Ciencias y Lenguas de la Antigüedad"
"592220083105","GRADO en Estudios Alemanes"
"592220083106","GRADO en Estudios Árabes e Islámicos"
"592220083107","GRADO en Estudios Clásicos"
"592220083108","GRADO en Estudios de Asia y África: Árabe, Chino y Japonés"
"592220083109","GRADO en Estudios Franceses"
"592220083110","GRADO en Estudios Hebreos y Arameos"
"592220083113","GRADO en Estudios Ingleses"
"592220083114","GRADO en Estudios Ingleses: Lengua, Literatura y Cultura"
"592220083115","GRADO en Estudios Italianos"
"592220083116","GRADO en Estudios Portugueses y Brasileños"
"592220083117","GRADO en Estudios Semíticos e Islámicos"
"592220083118","GRADO en Filología Bíblica Trilingüe"
"592220083119","GRADO en Filología Clásica"
"592220083121","GRADO en Filología Moderna. Inglés"
"592220083124","GRADO en Inglés: Estudios Lingüísticos y Literarios"
"592220083126","GRADO en Lengua y Literatura Alemanas"
"592220083131","GRADO en Lengua y Literatura Inglesas"
"592220083132","GRADO en Lenguas Extranjeras"
"592220083133","GRADO en Lenguas Modernas"
"592220083134","GRADO en Lenguas Modernas y Gestión"
"592220083135","GRADO en Lenguas Modernas y sus Literaturas"
"592220083136","GRADO en Lenguas Modernas, Cultura y Comunicación"
"592220083137","GRADO en Lenguas y Literaturas Modernas"
"592220083138","GRADO en Lenguas y Literaturas Modernas. Francés"
"592220083139","GRADO en Lenguas y Literaturas Modernas. Portugués"
"592220083140","GRADO en Lenguas, Literaturas y Culturas Románicas"
"592220083141","GRADO en Lenguas y Literaturas Modernas: Francés-Inglés"
"592220083145","GRADO en Inglés"
"592220083146","GRADO en Estudios Francófonos Aplicados"
"592220083147","GRADO en Estudios Clásicos y Románicos"
"592220083151","GRADO en Filología"
"592220083152","GRADO en Estudios Árabes y Hebreos"
"592220083153","GRADO en Filología Románica"
"592220083154","GRADO en Estudios de Asia Oriental"
"592220083155","GRADO en Estudios de Catalán y de Clásicas"
"592220083156","GRADO en Estudios de Catalán y Español"
"592220083157","GRADO en Estudios de Español y de Clásicas"
"592220083301","GRADO en Literaturas Comparadas"
"592220083302","GRADO en Estudios Literarios"
"592220083303","GRADO en Literatura General y Comparada"
"592220083401","GRADO en Lenguas Aplicadas a la Comunicación y al Marketing"
"592220083402","GRADO en Lenguas Modernas y Traducción"
"592220083403","GRADO en Traducción"
"592220083404","GRADO en Traducción e Interpretación"
"592220083405","GRADO en Traducción e Interpretación: Inglés - Alemán"
"592220083406","GRADO en Traducción e Interpretación: Inglés - Francés"
"592220083407","GRADO en Traducción y Comunicación Intercultural"
"592220083408","GRADO en Traducción y Mediación Interlingüística"
"592220083409","GRADO en Lenguas Aplicadas"
"592230083102","GRADO en Español: Estudios Lingüísticos y Literarios"
"592230083103","GRADO en Español: Lengua y Literatura"
"592230083104","GRADO en Estudio de Gallego y Español"
"592230083111","GRADO en Estudios Hispánicos"
"592230083112","GRADO en Estudios Hispánicos: Lengua Española y sus Literaturas"
"592230083120","GRADO en Filología Hispánica"
"592230083122","GRADO en Filología Vasca / Euskal Filología"
"592230083123","GRADO en Gallego y Portugués: Estudios Lingüísticos y Literarios"
"592230083125","GRADO en Lengua Española y su Literatura"
"592230083127","GRADO en Lengua y Literatura Catalanas"
"592230083128","GRADO en Lengua y Literatura Españolas"
"592230083129","GRADO en Lengua y Literatura Gallegas"
"592230083130","GRADO en Lengua y Literatura Hispánica"
"592230083142","GRADO en Estudios Catalanes y Occitanos"
"592230083143","GRADO en Estudios Hispánicos: Lengua y Literatura"
"592230083144","GRADO en Estudios Vascos"
"592230083148","GRADO en Estudios Hispánicos, Lengua Española y sus Literaturas"
"592230083149","GRADO en Filología Catalana"
"592230083150","GRADO en Lengua Española y Literaturas Hispánicas"
"592230083158","GRADO en Estudios de Francés y Catalán"
"592230083159","GRADO en Estudios de Francés y de Clásicas"
"592230083160","GRADO en Estudios de Francés y Español"
"592230083161","GRADO en Estudios de Inglés y Catalán"
"592230083162","GRADO en Estudios de Inglés y de Clásicas"
"592230083163","GRADO en Estudios de Inglés y Español"
"592230083164","GRADO en Estudios de Inglés y Francés"
"592230083165","GRADO en Estudios Hispano-Alemanes"
"592250082201","GRADO en Arqueología"
"592250082202","GRADO en Geografía e Historia"
"592250082203","GRADO en Historia"
"592250082204","GRADO en Historia y Patrimonio Histórico"
"592250082205","GRADO en Historia y Patrimonio"
"592250082206","GRADO en Historia y Geografía"
"592260084101","GRADO en Filosofía"
"593110066101","GRADO en Psicología"
"593120065201","GRADO en Ciencias Criminológicas y de la Seguridad"
"593120065202","GRADO en Criminología"
"593120065203","GRADO en Criminología y Dirección de Seguridad"
"593120065204","GRADO en Criminología y Seguridad"
"593120065206","GRADO en Criminología y Políticas Públicas de Prevención"
"593120066201","GRADO en Igualdad de Género"
"593120066202","GRADO en Sociología"
"593120066203","GRADO en Sociología Aplicada"
"593120082101","GRADO en Antropología Social y Cultural"
"593120082102","GRADO en Antropología Social"
"593120082301","GRADO en Geografía"
"593120082302","GRADO en Geografía y Gestión del Territorio"
"593120082303","GRADO en Geografía y Ordenación del Territorio"
"593120082305","GRADO en Geografía y Medio Ambiente"
"593120082306","GRADO en Geografía, Ordenación del Territorio y Gestión del Medio Ambiente"
"593130065102","GRADO en Ciencias Políticas"
"593130065103","GRADO en Ciencias Políticas y de la Administración"
"593130065104","GRADO en Ciencias Políticas y de la Administración Pública"
"593130065105","GRADO en Ciencias Políticas y Gestión Pública"
"593130065108","GRADO en Relaciones Internacionales"
"593140064401","GRADO en Ciencias Económicas"
"593140064402","GRADO en Economía"
"593140064403","GRADO en Economía y Finanzas"
"593140064404","GRADO en Economía y Negocios Internacionales"
"593140064405","GRADO en Estudios Internacionales de Economía y Empresa"
"593140064406","GRADO en Análisis Económico"
"593140064407","GRADO en Economía y Gestión"
"593210061201","GRADO en Periodismo"
"593220063401","GRADO en Información y Documentación"
"593400064105","GRADO en Ciencias Empresariales"
"593400073501","GRADO en Ingeniería de Organización Industrial"
"593400073502","GRADO en Ingeniería de Organización"
"593400073503","GRADO en Ingeniería en Organización Industrial"
"593410064106","GRADO en Comercio"
"593410064107","GRADO en Comercio Internacional"
"593410064120","GRADO en Comercio y Marketing"
"593420061301","GRADO en Comunicación Publicitaria"
"593420061302","GRADO en Publicidad"
"593420061303","GRADO en Publicidad y Relaciones Públicas"
"593420061304","GRADO en Comunicación y Relaciones Públicas"
"593420061305","GRADO en Protocolo y Organización de Eventos"
"593420061306","GRADO en Organización de Eventos, Protocolo y Relaciones Institucionales"
"593420064501","GRADO en Desarrollo, Gestión Comercial y Estrategias de mercado"
"593420064502","GRADO en Marketing"
"593420064503","GRADO en Marketing e Investigación de Mercados"
"593420064504","GRADO en Marketing y Dirección Comercial"
"593420064505","GRADO en Marketing y Gestión Comercial"
"593420064506","GRADO en Dirección Comercial y Marketing"
"593420064507","GRADO en Marketing y Comunicación Comercial"
"593420064508","GRADO en Marketing y Comunidades Digitales"
"593420064509","GRADO en Gestión Comercial y Marketing"
"593430064203","GRADO en Finanzas"
"593430064204","GRADO en Finanzas y Contabilidad"
"593430064205","GRADO en Finanzas y Seguros"
"593430064206","GRADO en Finanzas, Banca y Seguros"
"593440064201","GRADO en Contabilidad y Finanzas"
"593440065109","GRADO en Fiscalidad y Administración Pública"
"593450064101","GRADO en Administración de Empresas"
"593450064102","GRADO en Administración y Dirección de Empresas"
"593450064103","GRADO en Asistencia de Dirección"
"593450064104","GRADO en Ciencias del Transporte y la Logística"
"593450064108","GRADO en Dirección de Empresas"
"593450064109","GRADO en Dirección de Empresas-BBA"
"593450064110","GRADO en Dirección Financiera y Contabilidad"
"593450064111","GRADO en Dirección y Creación de Empresas"
"593450064112","GRADO en Estadística y Empresa"
"593450064113","GRADO en Gestión de Pequeñas y Medianas Empresas"
"593450064114","GRADO en Gestión Mercantil y Financiera"
"593450064115","GRADO en Liderazgo Emprendedor e Innovación"
"593450064116","GRADO en Gestión de Negocios"
"593450064117","GRADO en Gestión y Marketing Empresarial"
"593450064118","GRADO en Consultoría y Gestión de la Información"
"593450064121","GRADO en Negocios Internacionales"
"593450064122","GRADO en Gestión Informática Empresarial"
"593450064123","GRADO en Dirección de Empresas Tecnológicas"
"593450064124","GRADO en Dirección y Administración de Empresas"
"593450064125","GRADO en Gestión Económico-Financiera"
"593450064126","GRADO en Administración de Empresas y Gestión de la Innovación"
"593450064127","GRADO en Negocios y Marketing Internacionales"
"593450064129","GRADO en Empresa y Tecnología"
"593450064130","GRADO en Gestión de Empresas"
"593450064132","GRADO en Dirección Internacional de Empresas"
"593450064301","GRADO en Ciencias del Trabajo"
"593450064302","GRADO en Ciencias del Trabajo y Recursos Humanos"
"593450064303","GRADO en Relaciones Laborales y Desarrollo de Recursos Humanos"
"593450064304","GRADO en Relaciones Laborales y Empleo"
"593450064305","GRADO en Relaciones Laborales y Recursos Humanos"
"593450064306","GRADO en Relaciones Laborales"
"593450064307","GRADO en Relaciones Laborales y Ocupación"
"593450065101","GRADO en Administración y Gestión Pública"
"593450065106","GRADO en Dirección y Gestión Pública"
"593450065107","GRADO en Gestión y Administración Pública"
"593450066501","GRADO en Dirección Internacional de Empresas de Turismo y Ocio"
"593450066507","GRADO en Empresas y Actividades Turísticas"
"593450071101","GRADO en Gestión Aeronáutica"
"593450084201","GRADO en Gestión Cultural"
"593800065110","GRADO en Ciencias Jurídicas de las Administraciones Públicas"
"593800065205","GRADO en Derecho"
"594210041203","GRADO en Biomedicina Básica y Experimental"
"594210052101","GRADO en Biología"
"594210052102","GRADO en Biología Humana"
"594210052103","GRADO en Biología Sanitaria"
"594210052104","GRADO en Biología Ambiental"
"594210052105","GRADO en Genética"
"594210052106","GRADO en Microbiología"
"594210053101","GRADO en Bioquímica"
"594210053102","GRADO en Bioquímica y Ciencias Biomédicas"
"594210053103","GRADO en Biotecnología"
"594210053104","GRADO en Bioquímica y Biología Molecular"
"594220052201","GRADO en Ciencias Ambientales"
"594400075119","GRADO en Nanociencia y Nanotecnología"
"594410053301","GRADO en Física"
"594410053305","GRADO en Ingeniería Física"
"594420053501","GRADO en Química"
"594430052301","GRADO en Ciencias del Mar"
"594430052401","GRADO en Geología"
"594430076401","GRADO en Ingeniería Geológica"
"594600053405","GRADO en Matemáticas y Estadística"
"594610053403","GRADO en Ingeniería Matemática"
"594610053404","GRADO en Matemáticas"
"594610053406","GRADO en Matemática Computacional"
"594610053407","GRADO en Matemáticas e Informática"
"594620053401","GRADO en Estadística"
"594620053402","GRADO en Estadística Aplicada"
"594620064112","GRADO en Estadística y Empresa"
"594620064119","GRADO en Estadística Empresarial"
"594620064202","GRADO en Economía Financiera y Actuarial"
"594810075101","GRADO en Ingeniería de Computadores"
"594810075102","GRADO en Ingeniería del Software"
"594810075103","GRADO en Ingeniería de Sistemas de Información"
"594810075105","GRADO en Ingeniería Informática en Sistemas de Información"
"594810075106","GRADO en Ingeniería Informática"
"594810075107","GRADO en Ingeniería Informática - Ingeniería de Computadores"
"594810075108","GRADO en Ingeniería Informática - Ingeniería del Software"
"594810075109","GRADO en Ingeniería Informática - Tecnologías Informáticas"
"594810075110","GRADO en Ingeniería Informática de Servicios y Aplicaciones"
"594810075111","GRADO en Ingeniería Multimedia"
"594810075112","GRADO en Sistemas de Información"
"594810075113","GRADO en Ingeniería Informática de Gestión y Sistemas de Información"
"594810075114","GRADO en Ingeniería Informática en Tecnologías de la Información"
"594810075115","GRADO en Ingeniería Informática del Software"
"594810075116","GRADO en Ingeniería en Tecnologías de la Información"
"594810075117","GRADO en Ingeniería de Organización de las Tecnologías de la Información y la Comunicación"
"594810075118","GRADO en Ingeniería en Desarrollo de Contenidos Digitales"
"594810075120","GRADO en Ingeniería de Sistemas TIC"
"594810075121","GRADO en Informática y Servicios"
"595200073301","GRADO en Ingeniería de Diseño Industrial y Desarrollo de Productos"
"595200073304","GRADO en Ingeniería en Diseño Industrial y Desarrollo del Producto"
"595200073306","GRADO en Ingeniería de Diseño Industrial"
"595200073307","GRADO en Ingeniería en Innovación de Procesos y Productos"
"595200073407","GRADO en Ingeniería en Tecnologías Industriales"
"595200073413","GRADO en Ingeniería de la Seguridad"
"595200073416","GRADO en Ingeniería en Ecotecnologías en Procesos Industriales"
"595210073101","GRADO en Ingeniería de Materiales"
"595210073302","GRADO en Ingeniería en Diseño Mecánico"
"595210073406","GRADO en Ingeniería Electromecánica"
"595210073408","GRADO en Ingeniería Mecánica"
"595220073403","GRADO en Ingeniería de la Energía"
"595220073405","GRADO en Ingeniería Eléctrica"
"595220073410","GRADO en Ingeniería de Energías Renovables"
"595220073412","GRADO en Ingeniería Energética"
"595220073414","GRADO en Ingeniería Eléctrica y Electrónica"
"595230073201","GRADO en Ingeniería en Electrónica Industrial"
"595230073202","GRADO en Ingeniería en Electrónica Industrial y Automática"
"595230073203","GRADO en Ingeniería en Electrónica y Automática Industrial"
"595230073204","GRADO en Ingeniería Mecatrónica"
"595230073205","GRADO en Ingeniería Electrónica"
"595230073206","GRADO en Ingeniería Electrónica, Robótica y Mecatrónica"
"595230073207","GRADO en Ingeniería Electrónica Industrial y Automática"
"595230073208","GRADO en Ingeniería Electrónica y Automática"
"595230074105","GRADO en Marina Civil, Ingeniería Radioelectrónica"
"595230074108","GRADO en Ingeniería Radioelectrónica Naval"
"595230075104","GRADO en Ingeniería en Sistemas Electrónicos"
"595230075201","GRADO en Ingeniería de Sistemas Audiovisuales"
"595230075202","GRADO en Ingeniería de Sistemas de Comunicaciones"
"595230075203","GRADO en Ingeniería de Tecnologías y Servicios de Telecomunicación"
"595230075204","GRADO en Ingeniería de Telecomunicación"
"595230075205","GRADO en Ingeniería Electrónica de Comunicaciones"
"595230075206","GRADO en Ingeniería de Sistemas Audiovisuales de Telecomunicación"
"595230075207","GRADO en Ingeniería en Sistemas Audiovisuales y Multimedia"
"595230075208","GRADO en Ingeniería en Sistemas de Telecomunicación"
"595230075209","GRADO en Ingeniería en Sonido e Imagen"
"595230075210","GRADO en Ingeniería en Tecnologías de Telecomunicación"
"595230075211","GRADO en Ingeniería Telemática"
"595230075212","GRADO en Ingeniería Técnica de Telecomunicación"
"595230075213","GRADO en Ingeniería Electrónica de Telecomunicación"
"595230075214","GRADO en Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen"
"595230075215","GRADO en Tecnologías de Telecomunicación"
"595230075216","GRADO en Ciencias y Tecnologías de Telecomunicación"
"595230075217","GRADO en Ingeniería en Sonido e Imagen en Telecomunicación"
"595230075218","GRADO en Ingeniería de Tecnologías Específicas de Telecomunicación"
"595240073601","GRADO en Ingeniería Química"
"595240073602","GRADO en Ingeniería Química Industrial"
"595240073603","GRADO en Ingeniería de Procesos Químicos Industriales"
"595250071102","GRADO en Ingeniería Aeroespacial"
"595250071103","GRADO en Ingeniería Aeroespacial en Aeronaves"
"595250071104","GRADO en Ingeniería Aeroespacial en Aeronavegación"
"595250071105","GRADO en Ingeniería de Aeronavegación"
"595250071106","GRADO en Ingeniería de Aeropuertos"
"595250071107","GRADO en Ingeniería en Tecnologías Aeroespaciales"
"595250071108","GRADO en Ingeniería en Vehículos Aeroespaciales"
"595250073404","GRADO en Ingeniería del Automóvil"
"595250074101","GRADO en Arquitectura Naval"
"595250074102","GRADO en Ingeniería Marítima"
"595250074103","GRADO en Marina Civil, Ingeniería Marina"
"595250074106","GRADO en Ingeniería Marina"
"595250074109","GRADO en Arquitectura Naval e Ingeniería de Sistemas Marinos"
"595250074110","GRADO en Ingeniería en Propulsión y Servicios del Buque"
"595250074111","GRADO en Ingeniería en Tecnología Naval"
"595250074112","GRADO en Arquitectura Naval e Ingeniería Marítima"
"595250074113","GRADO en Ingeniería en Sistemas y Tecnología Naval"
"595250074114","GRADO en Ingeniería Naval y Oceánica"
"595410051101","GRADO en Ciencia y Tecnología de los Alimentos"
"595410051102","GRADO en Ciencias de la Alimentación"
"595410051104","GRADO en Gastronomía y Artes Culinarias"
"595410051105","GRADO en Tecnología y Gestión Alimentaria"
"595410051201","GRADO en Enología"
"595410073401","GRADO en Ingeniería Alimentaria"
"595410073415","GRADO en Innovación de Procesos y Productos Alimentarios"
"595410076107","GRADO en Ingeniería de las Industrias Agrarias y Alimentarias"
"595410076109","GRADO en Tecnología de las Industrias Agrarias y Alimentarias"
"595410076110","GRADO en Ingeniería de las Industrias Agroalimentarias"
"595420073303","GRADO en Ingeniería de Diseño y Tecnología Textil"
"595420073305","GRADO en Ingeniería de Tecnología y Diseño Textil"
"595440076501","GRADO en Ingeniería de los Recursos Energéticos"
"595440076502","GRADO en Ingeniería de la Tecnología Minera"
"595440076503","GRADO en Ingeniería de Minas"
"595440076504","GRADO en Recursos Energéticos y Mineros"
"595440076505","GRADO en Ingeniería Minera"
"595440076506","GRADO en Ingeniería de Tecnología de Minas y Energía"
"595440076507","GRADO en Ingeniería de Recursos Minerales y Energía"
"595440076508","GRADO en Ingeniería de los Recursos Mineros y Energéticos"
"595440076509","GRADO en Ingeniería de la Tecnología de Minas y Energía"
"595440076510","GRADO en Ingeniería de los Recursos Energéticos, Combustibles y Explosivos"
"595440076511","GRADO en Ingeniería en Tecnología Minera"
"595440076512","GRADO en Ingeniería de Tecnologías Mineras"
"595440076513","GRADO en Ingeniería de Recursos Minerales"
"595440076514","GRADO en Ingeniería de los Recursos Mineros"
"595440076515","GRADO en Ingeniería en Explotación de Minas y Recursos Energéticos"
"595440076516","GRADO en Ingeniería de Recursos Energéticos y Mineros"
"595810072101","GRADO en Arquitectura"
"595810072102","GRADO en Ingeniería de la Edificación"
"595810072103","GRADO en Urbanismo, Ordenación Territorial y Sostenibilidad"
"595810072104","GRADO en Fundamentos de la Arquitectura"
"595810072105","GRADO en Ciencia y Tecnología de Edificación"
"595810072106","GRADO en Arquitectura Técnica"
"595810072107","GRADO en Ciencias y Tecnologías de la Edificación"
"595810072108","GRADO en Ingeniería de la Construcción"
"595810072109","GRADO en Estudios en Arquitectura"
"595810072110","GRADO en Edificación"
"595810072111","GRADO en Fundamentos de Arquitectura y Urbanismo"
"595810076301","GRADO en Ingeniería Geomática y Topografía"
"595810076302","GRADO en Ingeniería Geomática y Topográfica"
"595810076303","GRADO en Ingeniería en Geomática y Topografía"
"595820072201","GRADO en Ingeniería Civil"
"595820072202","GRADO en Ingeniería Civil - Construcciones Civiles"
"595820072203","GRADO en Ingeniería Civil - Hidrología"
"595820072204","GRADO en Ingeniería Civil - Transportes y Servicios Urbanos"
"595820072205","GRADO en Ingeniería de Obras Públicas en Construcciones Civiles"
"595820072206","GRADO en Ingeniería de Obras Públicas en Hidrología"
"595820072207","GRADO en Ingeniería de Obras Públicas en Transportes y Servicios"
"595820072208","GRADO en Ingeniería en Construcciones Civiles"
"595820072209","GRADO en Ingeniería de Obras Públicas en Transportes y servicios Urbanos"
"595820072210","GRADO en Ingeniería de Tecnologías de Caminos"
"595820072211","GRADO en Ingeniería de Obras Públicas"
"595820072212","GRADO en Tecnología de la Ingeniería Civil"
"595820072213","GRADO en Ingeniería Civil y Territorial"
"596210076101","GRADO en Ingeniería Agrícola"
"596210076102","GRADO en Ingeniería Agrícola y del Medio Rural"
"596210076103","GRADO en Ingeniería Agroalimentaria"
"596210076104","GRADO en Ingeniería Agroalimentaria y del Medio Rural"
"596210076105","GRADO en Ingeniería Agropecuaria y del Medio Rural"
"596210076106","GRADO en Ingeniería de las Explotaciones Agropecuarias"
"596210076108","GRADO en Ingeniería Hortofrutícola y Jardinería"
"596210076111","GRADO en Ingeniería Agraria"
"596210076112","GRADO en Ingeniería Agroalimentaria y Agroambiental"
"596210076113","GRADO en Ingeniería Agroambiental"
"596210076114","GRADO en Ingeniería y Ciencia Agronómica"
"596210076115","GRADO en Ingeniería Agraria y del Medio Rural"
"596210076116","GRADO en Ingeniería Agroambiental y del Paisaje"
"596210076119","GRADO en Ingeniería Agraria y Alimentaria"
"596210076120","GRADO en Ingeniería Agrícola y Agroalimentaria"
"596210076121","GRADO en Ingeniería Agraria y Energética"
"596220076108","GRADO en Ingeniería Hortofrutícola y Jardinería"
"596220076118","GRADO en Ingeniería de la Hortofruticultura y Jardinería"
"596220082304","GRADO en Paisajismo"
"596230076117","GRADO en Ingeniería de Sistemas Biológicos"
"596230076201","GRADO en Ingeniería Forestal"
"596230076202","GRADO en Ingeniería Forestal y del Medio Natural"
"596230076203","GRADO en Ingeniería Forestal y del Medio Natural-Explotaciones Forestales"
"596230076204","GRADO en Ingeniería Forestal: Industrias Forestales"
"596410041401","GRADO en Ciencia y Salud Animal"
"596410041402","GRADO en Veterinaria"
"597210041201","GRADO en Medicina"
"597210041202","GRADO en Ciencias Biomédicas"
"597230042101","GRADO en Enfermería"
"597240041301","GRADO en Odontología"
"597250053302","GRADO en Óptica y Optometría"
"597250053303","GRADO en Óptica, Optometría y Audiología"
"597250053304","GRADO en Ciencias Experimentales"
"597250073402","GRADO en Ingeniería Biomédica"
"597250073411","GRADO en Ingeniería de la Salud"
"597260042201","GRADO en Fisioterapia"
"597260042301","GRADO en Logopedia"
"597260042401","GRADO en Podología"
"597260042501","GRADO en Terapia Ocupacional"
"597260051103","GRADO en Nutrición Humana y Dietética"
"597270041101","GRADO en Farmacia"
"597620066401","GRADO en Trabajo Social"
"598120066502","GRADO en Gestión Turística"
"598120066503","GRADO en Turismo"
"598120066504","GRADO en Turismo - Administración de Organizaciones y Recursos Turísticos"
"598120066505","GRADO en Gestión Turística y Hotelera"
"598120066506","GRADO en Turismo y Gestión del Ocio"
"598120066508","GRADO en Gestión Hotelera y Turística"
"598130062101","GRADO en Ciencias de la Actividad Física y del Deporte"
"598130062102","GRADO en Ciencias del Deporte"
"598130062103","GRADO en Gestión Deportiva"
"598400074104","GRADO en Marina Civil, Ingeniería Náutica y Transporte Marítimo"
"598400074107","GRADO en Ingeniería Náutica y Transporte Marítimo"
"598500052202","GRADO en Ingeniería del Medio Natural"
"598500073409","GRADO en Ingeniería Ambiental"
"598610064128","GRADO en Prevención y Seguridad Integral"
"598610064131","GRADO en Seguridad y Control de Riesgos"
"601400063117","MÁSTER UNIVERSITARIO en Docencia Universitaria"
"601400063132","MÁSTER UNIVERSITARIO en Formación de Profesionales de la Formación"
"601400063133","MÁSTER UNIVERSITARIO en Formación de Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional y Enseñanza de Idiomas"
"601400063134","MÁSTER UNIVERSITARIO en Formación de Profesorado de Enseñanza Secundaria Obligatoria y Bachillerato, Formación Profesional y Enseñanza de Idiomas"
"601400063135","MÁSTER UNIVERSITARIO en Formación de Profesores de Español"
"601400063136","MÁSTER UNIVERSITARIO en Formación de Profesores de Español como Lengua Extranjera"
"601400063137","MÁSTER UNIVERSITARIO en Formación del Profesorado"
"601400063139","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria"
"601400063140","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria Obligatoria"
"601400063141","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato"
"601400063142","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato y Formación Profesional"
"601400063143","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional y Enseñanza de Idiomas"
"601400063144","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional, Enseñanza de Idiomas y Enseñanzas Artísticas"
"601400063145","MÁSTER UNIVERSITARIO en Formación del Profesorado de Educación Secundaria y Bachillerato, Formación Profesional y Enseñanza de Idiomas, Artísticas y Deportivas"
"601400063146","MÁSTER UNIVERSITARIO en Formación del Profesorado de Secundaria y Bachillerato"
"601400063147","MÁSTER UNIVERSITARIO en Formación del Profesorado en Educación Secundaria"
"601400063148","MÁSTER UNIVERSITARIO en Formación del Profesorado en Educación Secundaria Obligatoria y Bachillerato"
"601400063150","MÁSTER UNIVERSITARIO en Formación en Portugués para Profesorado de Enseñanza Primaria y Secundaria"
"601400063151","MÁSTER UNIVERSITARIO en Formación para Profesor de Educación Secundaria Obligatoria y Bachillerato"
"601400063152","MÁSTER UNIVERSITARIO en Habilitación de Profesor de Educación Secundaria Obligatoria y Bachillerato"
"601400063153","MÁSTER UNIVERSITARIO en Habilitación Docente"
"601400063177","MÁSTER UNIVERSITARIO en Orientación y Evaluación Socioeducativas"
"601400063184","MÁSTER UNIVERSITARIO en Profesor de Educación Secundaria Obligatoria y Bachillerato"
